candidate_id,refactoring_type,file_path,status,error_details
Math_1_ExtractMethod_11,ExtractMethod,src/main/java/org/apache/commons/math3/optim/nonlinear/vector/jacobian/LevenbergMarquardtOptimizer.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 58.688295497s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '58s'}]}}"
Math_1_ExtractMethod_12,ExtractMethod,src/main/java/org/apache/commons/math3/optimization/general/LevenbergMarquardtOptimizer.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 58.010489377s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '58s'}]}}"
Math_1_ExtractMethod_13,ExtractMethod,src/main/java/org/apache/commons/math3/optim/univariate/BrentOptimizer.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 57.743743973s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '57s'}]}}"
Math_1_ExtractMethod_14,ExtractMethod,src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 57.080107625s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '57s'}]}}"
Math_1_ExtractMethod_15,ExtractMethod,src/main/java/org/apache/commons/math3/linear/EigenDecomposition.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 56.6843552s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '56s'}]}}"
Math_1_ExtractMethod_16,ExtractMethod,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 55.982811555s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '55s'}]}}"
Math_1_ExtractMethod_17,ExtractMethod,src/main/java/org/apache/commons/math3/optimization/direct/CMAESOptimizer.java,API_ERROR,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Math_1_ExtractMethod_18,ExtractMethod,src/main/java/org/apache/commons/math3/dfp/DfpMath.java,API_ERROR,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 54.159079625s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '54s'}]}}"
Math_1_ExtractMethod_19,ExtractMethod,src/main/java/org/apache/commons/math3/dfp/Dfp.java,API_ERROR,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Math_1_ExtractMethod_20,ExtractMethod,src/main/java/org/apache/commons/math3/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,API_ERROR,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Math_1_ExtractMethod_21,ExtractMethod,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/BOBYQAOptimizer.java,API_ERROR,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Math_1_ExtractMethod_22,ExtractMethod,src/main/java/org/apache/commons/math3/optimization/direct/BOBYQAOptimizer.java,FAILURE,temp_workspace\test_checkout\src\main\java\org\apache\commons\math3\optimization\direct\BOBYQAOptimizer.java:32: error: unclosed comment
Math_1_ExtractMethod_141,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/RiddersSolver.java,SUCCESS,
Math_1_ExtractMethod_141,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/RiddersSolver.java,SUCCESS,
Math_1_ExtractMethod_116,ExtractMethod,src/main/java/org/apache/commons/math3/optim/BaseMultivariateOptimizer.java,SUCCESS,
Math_1_ExtractMethod_121,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java,SUCCESS,
Math_1_ExtractMethod_156,ExtractMethod,src/main/java/org/apache/commons/math3/primes/PollardRho.java,SUCCESS,
Math_1_ExtractMethod_144,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolator.java,SUCCESS,
Math_1_ExtractMethod_140,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/MullerSolver2.java,SUCCESS,
Math_1_ExtractMethod_115,ExtractMethod,src/main/java/org/apache/commons/math3/ode/nonstiff/RungeKuttaIntegrator.java,SUCCESS,
Math_1_ExtractMethod_159,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/interpolation/SmoothingPolynomialBicubicSplineInterpolator.java,SUCCESS,
Math_1_ExtractMethod_119,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/HermiteRuleFactory.java,SUCCESS,
Math_1_ExtractMethod_182,ExtractMethod,src/main/java/org/apache/commons/math3/genetics/CycleCrossover.java,SUCCESS,
Math_1_ReplaceMagicNumber_194,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/random/UniformRandomGenerator.java,SUCCESS,
Math_1_ReplaceMagicNumber_201,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/stat/descriptive/rank/Median.java,SUCCESS,
Math_1_ReplaceMagicNumber_169,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/Euclidean2D.java,SUCCESS,
Math_1_ReplaceMagicNumber_167,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Euclidean3D.java,SUCCESS,
Math_1_ReplaceMagicNumber_189,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/optim/univariate/SearchInterval.java,SUCCESS,
Math_1_ReplaceMagicNumber_110,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/analysis/interpolation/LinearInterpolator.java,SUCCESS,
Math_1_ReplaceMagicNumber_163,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/genetics/BinaryChromosome.java,SUCCESS,
Math_1_ReplaceMagicNumber_181,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/ode/nonstiff/EulerStepInterpolator.java,SUCCESS,
Math_1_ReplaceMagicNumber_157,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/analysis/integration/gauss/SymmetricGaussIntegrator.java,SUCCESS,
Math_1_ReplaceMagicNumber_195,ReplaceMagicNumber,src/main/java/org/apache/commons/math3/random/Well1024a.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_68,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/primes/Primes.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_34,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/analysis/solvers/SecantSolver.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_41,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/distribution/BetaDistribution.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_50,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/fraction/ProperFractionFormat.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_30,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/analysis/solvers/BrentSolver.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_61,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/ode/events/EventFilter.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_32,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/analysis/solvers/MullerSolver.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_49,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_39,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/distribution/AbstractIntegerDistribution.java,SUCCESS,
Math_1_ReplaceConditionalWithPolymorphism_16,ReplaceConditionalWithPolymorphism,src/main/java/org/apache/commons/math3/distribution/TriangularDistribution.java,SUCCESS,
Math_1_ExtractMethod_116,ExtractMethod,src/main/java/org/apache/commons/math3/optim/BaseMultivariateOptimizer.java,API_ERROR,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Math_1_ExtractMethod_121,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java,API_ERROR,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
Math_1_ExtractMethod_141,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/RiddersSolver.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_116,ExtractMethod,src/main/java/org/apache/commons/math3/optim/BaseMultivariateOptimizer.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_121,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_156,ExtractMethod,src/main/java/org/apache/commons/math3/primes/PollardRho.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_144,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolator.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_140,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/MullerSolver2.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_115,ExtractMethod,src/main/java/org/apache/commons/math3/ode/nonstiff/RungeKuttaIntegrator.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_159,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/interpolation/SmoothingPolynomialBicubicSplineInterpolator.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_141,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/RiddersSolver.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_116,ExtractMethod,src/main/java/org/apache/commons/math3/optim/BaseMultivariateOptimizer.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_121,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_156,ExtractMethod,src/main/java/org/apache/commons/math3/primes/PollardRho.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_141,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/RiddersSolver.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_116,ExtractMethod,src/main/java/org/apache/commons/math3/optim/BaseMultivariateOptimizer.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_121,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_156,ExtractMethod,src/main/java/org/apache/commons/math3/primes/PollardRho.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_144,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolator.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_140,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/MullerSolver2.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_115,ExtractMethod,src/main/java/org/apache/commons/math3/ode/nonstiff/RungeKuttaIntegrator.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_141,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/solvers/RiddersSolver.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_116,ExtractMethod,src/main/java/org/apache/commons/math3/optim/BaseMultivariateOptimizer.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
Math_1_ExtractMethod_121,ExtractMethod,src/main/java/org/apache/commons/math3/analysis/integration/gauss/LegendreRuleFactory.java,API_ERROR,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': '* GenerateContentRequest.model: unexpected model name format\n', 'status': 'INVALID_ARGUMENT'}}"
